file_id,row_number,x_center,y_center,width,height,annotation_text
66,1,0.502721,0.831052,0.861548,0.186484,9 Vollständig und korrekt-1
66,2,0.491838,0.477545,0.501209,0.437553,"8 Gegebene Schraffur korrekt fortgesetzt, schmale Volllinie, Schraffur jeweils bis Köperkante-Sicher"
66,3,0.498791,0.570787,0.275695,0.070573,"6 e1= 22...22,4...23 mm-Sicher"
66,4,0.490024,0.637297,0.220677,0.0787,6 Winkel Bohrerspitze = 118°.
66,5,0.505139,0.541061,0.310157,0.059025,Sicher
66,6,0.496977,0.363345,0.374849,0.228828,5 X =3*P = 15 mm-Sicher
66,7,0.493652,0.357143,0.296856,0.216424,4 Durchgangsloch: Durchmesser db = 48 mm-Sicher
66,8,0.477932,0.152908,0.374244,0.150984,4 zwei Fasen 2x45® (umlaufende Kanten!)-Sicher
66,9,0.478537,0.237169,0.38029,0.078272,"2.2 Sechskant mit Strichlinie oder nicht dargestellt, Außenkante des Schraubenkopfs gerundet oder gefast"
66,10,0.499698,0.396279,0.39601,0.113345,Sicher
66,11,0.49607,0.344739,0.288392,0.043627,"2.1 Tangentialer Übergang, Höhe k = 40 mm (‡ 1 mm)-Sicher"
66,12,0.475816,0.288922,0.426844,0.186056,1 Durchmesser d = 40 mm-Sicher
